100,90.6104859271,92.4312076792,92.2882223928,90.8690882836,92.2450656931,91.3743370237,93.0576895782,92.3761833486,92.1715854473,92.1813391641,92.5546929879,90.627655701,92.2794488195,93.4418720054,92.3825235938,92.3420205843,93.5184693483,92.2824387108,91.3549301573
89.9155074007,100,88.5988354047,88.5243563447,99.5894583207,88.345184012,99.2687600313,99.8927679661,98.2806872812,99.0038444092,99.2158476695,99.2546079222,98.2572589942,99.2669553886,99.0945949087,99.316184707,88.6019979275,98.7391287978,88.3089163367,99.0373768583
92.3143711058,95.7551047282,100,97.9329530594,95.2743926161,97.0048731717,95.5218482519,95.6025635097,93.775011801,94.4795060684,90.401267913,95.6699501697,89.0187885768,90.6325592366,95.7981058899,90.7079750814,99.9760808285,91.2107185141,99.9423399824,89.7096430193
92.5269969116,94.8029837528,92.6591321189,100,95.4915038089,95.474205768,95.2144137718,94.7003973261,93.3604734891,93.010947124,95.4627411719,94.7356531575,88.8455634334,95.3809698855,94.9703969184,95.525878513,95.5046381289,95.3213600181,95.3595900639,89.6884210372
91.3960918436,97.8343256855,88.6634053974,89.5936059479,100,88.361267519,98.1221441423,97.503853684,98.1835781594,98.2149009801,98.1895312435,98.223200322,97.2628431325,98.2267834619,98.3088699492,98.1907480042,88.6752660927,97.8874992173,88.445085717,97.8520494153
93.4898537058,99.046350098,99.9684480577,97.7648918472,98.9562586041,100,90.0359041029,99.0367830927,97.4968370332,98.0194569812,90.1637999701,90.8687065031,88.7728631707,90.4142501007,91.190610948,90.5023462627,99.9538690706,90.9751367492,99.9305712973,89.4517404973
89.9956587831,99.8978753158,90.2643079625,90.1055959839,99.6491546756,99.0964956526,100,99.8639577563,98.2402041531,98.8423826458,99.8024041349,99.9172328932,98.9582585487,99.9151960415,99.7468862122,99.8903025235,90.2815652394,99.4077986968,90.0281059687,99.6713223985
90.1596401774,98.3010843661,90.4485177006,90.5143448839,99.5875108031,90.2538883318,98.8617470667,100,98.3356569734,99.1378773905,99.0925976983,99.0232426509,97.979182159,99.1027682784,99.1508502641,99.0411165455,90.47404486,98.8848932511,90.284150268,98.6855378672
89.3977202089,99.2888191737,90.801774122,90.3711815698,98.7409594575,90.6145352673,99.8509608528,99.010316488,100,98.9363302953,99.7400534706,99.9231388908,98.9379193413,99.8850747015,99.8056279802,99.9649340101,90.7863829343,99.5248363173,90.52754059,99.5776677507
89.6589291895,99.2407236484,90.702815686,90.7028943264,99.2459769505,90.4959624698,99.9142352276,99.093543152,99.920776766,100,99.879445954,99.9283931939,98.9977527651,99.9433184273,99.8663780475,99.9331899139,90.7191855897,99.5890444244,90.460418616,99.6570948249
90.1034638772,99.8827533027,95.6122756976,90.6826409041,99.6253781235,99.1280853289,99.9329845197,99.7710653384,98.2269848672,98.7773503538,100,99.6181855002,98.8990763162,99.927605973,99.8456204361,99.8116974867,90.4405873894,99.5673367133,90.1989092573,99.5755625636
90.4322979199,99.6914565031,91.100336167,90.9360343455,99.5506236087,98.9587225799,99.7155200999,99.7841706089,98.185507758,99.0462633274,99.8237405163,100,98.9094364099,99.9301746076,99.7578854616,99.952072127,91.1075027607,99.6076562144,90.8549802577,99.6408003856
90.1859287471,99.7936895926,95.528321967,95.6933607264,99.5332377854,99.0414069256,99.901363783,99.6574955988,97.9717325607,98.4244982172,99.8936005324,99.5247467366,100,99.8467119515,99.7237253996,99.8643475668,99.0336566277,99.914971199,98.5149132394,98.7616568552
90.3878908421,99.9193324903,95.7903145189,90.6188249118,99.670860142,99.1183638007,99.9506206714,99.8834080449,98.4024293811,99.0420153879,99.8827553413,99.7205641352,98.9893337443,100,99.913824181,99.9238446534,90.6484116617,99.564858817,90.4438464159,99.6877902626
90.3858276455,99.9207754437,91.4339668144,91.7521171764,99.5796668605,99.1141769124,99.8945931506,99.9308200222,98.3802304274,99.0762791747,99.8543415535,99.8881646328,98.7939361112,99.8932851593,100,99.8557948638,91.4601009282,99.7143811933,91.2436254376,99.5442996689
90.4731474141,99.9070869931,95.6320238422,90.3135921571,99.7224023791,99.1398693566,99.9545809338,99.880028467,98.3881763058,98.950342227,99.9362127835,99.7277553479,98.9335666983,99.9614173367,99.9241590006,100,99.0348966744,99.9399338789,98.6719341825,99.6321836612
93.0290644469,98.8927876611,96.6593912311,98.1566031495,98.980062634,99.847560503,99.023858189,98.7656675359,97.3635936209,97.7148266167,99.0679161166,98.7604175933,89.0050716646,98.9670501392,98.9234718915,90.6918164338,100,91.239007135,99.4871201307,89.7211724499
89.9122488967,99.8973862216,95.5141845925,91.5487448946,99.6360596329,99.1056753767,99.9569402959,99.7988735043,98.2149641702,98.7596090045,99.980810057,99.6405401306,98.4296936895,99.931752807,99.856485974,99.5680603679,99.0602664008,100,98.5857329353,99.2484413179
94.5301484722,98.5741926365,97.0636289346,98.067304148,98.5663356497,99.7723761229,98.5897739636,98.629711091,97.2524050628,97.8954288747,98.6286059831,98.579038128,88.7782334181,98.7082373446,98.6690483886,90.4330891501,99.9496282472,90.9985731322,100,89.4943779538
90.4934997862,99.9042118979,95.7636371425,94.9547195644,99.6796792173,99.1405320427,99.9171049322,99.9029961728,98.4554795725,99.2110580844,99.8646622269,99.7929629366,99.758309398,99.9404399988,99.9483175538,99.9182307438,98.978892482,99.8749974633,98.7370831282,100
